Price,Close,High,Low,Open,Volume,daily_return,volatility_20,volume_change,stat_anomaly,ml_anomaly
2021-03-15,225.82847595214844,226.1939455847543,222.94322645297672,225.9727472321897,26034900,-0.003987175301721657,0.01628785572044394,0.14925597143071556,False,False
2021-03-16,228.61752319335938,230.87762613927848,226.91522214846157,227.24221351806312,28092200,0.01235029032300572,0.016568961438117664,0.079020852778386,False,False
2021-03-17,227.97317504882812,229.42542669569994,224.30891051557515,227.1172182803652,29562100,-0.0028184547515470726,0.016524480149282535,0.052324132677397994,False,False
2021-03-18,221.89491271972656,225.23218566499116,221.51983088863727,223.66452881126907,34833000,-0.02666218219665406,0.017467481523583274,0.1782992412582327,False,False
2021-03-19,221.5390625,223.57796728976257,220.5773127425442,222.183433076479,46430700,-0.0016036880492885652,0.017340078190001457,0.33295151149771773,False,False
2021-03-22,226.96331787109375,227.83849894840333,221.33707623409987,221.4621083916309,30127000,0.024484419631837007,0.017287660650049216,-0.3511405169424541,False,False
2021-03-23,228.49249267578125,231.8297652677323,228.0020056178648,228.40593872587874,31638400,0.006737541639023847,0.017286479068829463,0.05016762372622563,False,False
2021-03-24,226.45362854003906,228.89646672788933,226.31898414661643,228.75221011891443,25620100,-0.008923112141960954,0.0173921316278205,-0.19022137655507232,False,False
2021-03-25,223.4529266357422,227.87698122201323,222.71238991673437,226.29971226671537,34061900,-0.013250844879998613,0.016777763524994462,0.329499104218953,False,False
2021-03-26,227.43458557128906,227.65579858844697,222.69316616439068,222.69316616439068,25479900,0.017818781769806558,0.016922543122919482,-0.2519530619254945,False,False
2021-03-29,226.2420196533203,227.74234693638846,223.0105398608901,227.54037302898925,25227500,-0.005243555701843539,0.0163881505605908,-0.009905847354188979,False,False
2021-03-30,222.98171997070312,224.90521976885407,222.26040754639652,224.5974527570833,24792000,-0.014410672639914912,0.01645065886034896,-0.017262907541373496,False,False
2021-03-31,226.75172424316406,229.95435241146978,223.50100565623833,224.00111959464277,43623500,0.016907234695993312,0.015610801378991158,0.759579703130042,False,False
2021-04-01,233.08006286621094,233.5513108619018,228.9445359159846,229.3484690587783,30338000,0.02790866814428483,0.016586010690134174,-0.3045491535525576,False,False
2021-04-05,239.54302978515625,240.39898652034762,233.41667357865393,233.47437621864523,36910600,0.02772852744018306,0.016996969660887977,0.21664579075746593,False,False
2021-04-06,238.37930297851562,239.86039119458903,237.43679229555985,238.13886553157835,22931900,-0.004858111745870253,0.016339571714220034,-0.3787177667120014,False,False
2021-04-07,240.34127807617188,241.33187923295162,237.73494423945007,238.33122444155185,22719800,0.008230475855670605,0.015402701441504615,-0.009249124581914292,False,False
2021-04-08,243.56314086914062,244.41909761825963,242.3609535993028,243.1015050665614,23625200,0.013405365981068229,0.01539361097048854,0.03985070291111725,False,False
2021-04-09,246.0636749267578,246.1983193023005,242.7841048169457,243.19765015784952,24326800,0.01026647155515481,0.0150092521906706,0.029697103093307087,False,False
2021-04-12,246.1213836669922,247.81407263023797,244.8807182632371,244.96728689441156,27148700,0.0002345276695210341,0.01486296734757355,0.11599963825903936,False,False
2021-04-13,248.6027069091797,249.27594353772244,247.0061986517212,247.41977338939648,23837500,0.010081705235107874,0.01478703849151382,-0.12196532430650453,False,False
2021-04-14,245.81362915039062,248.9296891266608,245.4000837782856,247.63135037006475,23070900,-0.011219016049603958,0.015099525089320996,-0.03215941269008915,False,False
2021-04-15,249.57406616210938,249.98761152054735,247.87177962953,248.06411197401857,25627500,0.01529791909714695,0.015228183713609424,0.1108149226948234,False,False
2021-04-16,250.76661682128906,251.0166811447849,247.74673791180396,249.54520522242984,24878600,0.004778343669750829,0.013330635555781374,-0.02922251487659744,False,False
2021-04-19,248.8431396484375,251.47835411992395,247.95834624800946,250.23768863098698,23209300,-0.007670387698464398,0.01358460035779814,-0.06709782704814582,False,False
2021-04-20,248.3814697265625,250.24726636347467,247.01577233294665,247.9582975398235,19722900,-0.0018552648167324826,0.01295165498297787,-0.15021564631419304,False,False
2021-04-21,250.6127166748047,250.70889751208153,247.41010318040776,249.03546247449313,24030400,0.008983145766463752,0.012980877970702596,0.2184009450942812,False,False
2021-04-22,247.3332061767578,251.76685861637338,245.86171549830988,250.25690440342183,25606200,-0.01308597002402867,0.013241746674151568,0.0655752713229909,False,False
2021-04-23,251.1609344482422,251.50717961088,247.4293408246283,248.01602341816627,21462600,0.01547599827234225,0.012764085533220476,-0.16182018417414534,False,False
2021-04-26,251.54568481445312,252.401656348328,250.21849455281932,251.65149256989199,19763300,0.0015318877796666186,0.01248269648563083,-0.07917493686692201,False,False
2021-04-27,251.9495391845703,253.1228748486863,250.1702965877177,251.57444275944079,31014200,0.0016054911473242228,0.012275520668592723,0.5692824578891178,False,False
2021-04-28,244.8230438232422,246.7273191262176,243.2746259501912,246.28489305514825,46903100,-0.028285407404962437,0.0137602639007575,0.5123104900335975,False,False
2021-04-29,242.85140991210938,246.30410246614957,239.47567376972953,245.68858324908823,40589000,-0.008053302010885499,0.013733706799860995,-0.13462009973754396,False,False
2021-04-30,242.53404235839844,243.39962592937061,240.05274094363295,240.18738532021044,30945100,-0.001306838423650869,0.012502186263174907,-0.2375988568331321,False,False
2021-05-03,242.22628784179688,244.62104995508665,241.51458775779273,243.70737597050828,19626600,-0.0012689126590600397,0.010954937491967215,-0.36576065354450304,False,False
2021-05-04,238.31198120117188,241.60117849638647,236.3596302425455,241.37035325676896,32756100,-0.016159710308492725,0.011528542784405143,0.6689645684937788,False,False
2021-05-05,237.04244995117188,239.956550370843,236.41731851565086,239.5333781544318,21901300,-0.005327181804293479,0.011420258543075235,-0.3313825516468688,False,False
2021-05-06,240.17774963378906,240.30278179143735,235.3305375794011,237.0232117765403,26491100,0.01322674349367814,0.011408769851449974,0.20956746859775444,False,False
2021-05-07,242.8032989501953,244.57291460818138,241.56263380699912,242.50514426123223,27032900,0.010931692550244732,0.011443150190704628,0.02045215185477378,False,False
2021-05-10,237.72532653808594,242.10129139478525,237.66762389373437,241.27418591709014,29299900,-0.020913935000327122,0.012306151441696453,0.08386077705314632,False,False
2021-05-11,236.8116455078125,237.16750290744034,233.29165244697984,235.19591291269418,33641600,-0.003843431592161717,0.011996807055252303,0.14818139311055667,False,False
2021-05-12,229.8582000732422,235.0324186454118,228.96377981158372,232.90694515001726,36684400,-0.02936276811750338,0.013315656992226674,0.09044754113954157,False,False
2021-05-13,233.7340545654297,236.20575861501086,232.1856367881987,232.5511064111282,29624300,0.01686193701574501,0.013434475128297109,-0.19245510353174644,False,False
2021-05-14,238.65821838378906,239.64881955102913,236.09997494686687,236.18652891096247,23901100,0.021067378596219655,0.014401709322084445,-0.1931927505460045,False,False
2021-05-17,235.80178833007812,237.15785895170106,234.2052949545859,237.11939542012004,24970200,-0.011968706014210961,0.014516545326289869,0.04473015886298115,False,False
2021-05-18,233.78216552734375,236.98479442898022,233.60904291569756,236.85015003109484,20168000,-0.00856491724272801,0.014576144827488386,-0.192317242152646,False,False
2021-05-19,234.36048889160156,234.46652622846455,230.0033530891012,230.6877638651082,25739800,0.002473770242282125,0.014367485706976905,0.2762693375644585,False,False
2021-05-20,237.59945678710938,239.01649467079037,235.07385865574315,235.17026159424762,21800700,0.013820452034497777,0.014654680446410882,-0.1530353771202574,False,False
2021-05-21,236.33663940429688,239.38278963306004,235.92213916070435,238.65017736788573,21863100,-0.005314900125988009,0.014083271953827635,0.002862293412596806,False,False
2021-05-24,241.74453735351562,242.11085087546613,238.59234948431563,238.8622600660612,21411500,0.022882181801559653,0.0152048055518285,-0.020655808188225877,False,False
2021-05-25,242.65066528320312,243.64355376177159,241.78309768160725,242.6988667519636,17704300,0.003748287095159508,0.015238134579633543,-0.17314060201293702,False,False
2021-05-26,242.42897033691406,243.8267247584653,241.71562680105612,242.37111974560884,17771600,-0.0009136383204649823,0.013901730028602217,0.0038013363985021087,False,False
2021-05-27,240.32748413085938,242.41929836060615,240.2696482540312,242.12046985764556,24426200,-0.008668461542092776,0.013920224278132005,0.3744513718517184,False,False
2021-05-28,240.68418884277344,242.99772726674445,240.56851706973367,241.95663718231125,18270200,0.0014842443560048046,0.013924961459402524,-0.25202446553291136,False,False
2021-06-01,238.48634338378906,242.2361887883552,238.062208634772,242.17835290026315,23213300,-0.009131657004773697,0.014064333777602895,0.27055533053825354,False,False
2021-06-02,238.38990783691406,240.2889309005884,236.98250443349707,239.19000511781942,19406700,-0.00040436506974239617,0.01358494061914657,-0.16398357837963584,False,False
2021-06-03,236.85719299316406,237.4644843931223,234.24482652171346,236.38484216295458,25307700,-0.006429445179359505,0.01361034695831294,0.3040702437817866,False,False
2021-06-04,241.75418090820312,242.58319621464275,238.5923585089971,238.83335115960136,25281100,0.02067485413111525,0.014083563050128842,-0.0010510635103150312,False,False
2021-06-07,244.66537475585938,244.9352853461703,240.80949236967595,240.97336560600587,23079200,0.012041958640465644,0.014129285844548135,-0.08709668487526256,False,False
2021-06-08,243.47006225585938,246.78612348356629,243.41221166410014,245.96674258742073,22455000,-0.004885499230092294,0.013281245725856069,-0.027045998128184645,False,False
2021-06-09,244.45326232910156,246.32336735128976,244.08696356106984,244.66533700434073,17937600,0.004038279138438572,0.013238135800978393,-0.20117568470273883,False,False
2021-06-10,247.97177124023438,248.18384593485345,244.53040407577595,245.1280611011444,24563600,0.014393380876201789,0.0113151596146036,0.36939166889661945,False,False
2021-06-11,248.59841918945312,249.1767780779105,247.3645084459406,248.69479272549518,18999700,0.0025270938949404353,0.01089442916773812,-0.2265099578237718,False,False
2021-06-14,250.52630615234375,250.58414202862005,247.54761143389015,248.60798486236368,19150500,0.007755025028624241,0.010120909413323076,0.007936967425801411,False,False
2021-06-15,249.05145263671875,250.62272956382105,248.3959596297223,250.41065483590447,18038900,-0.0058870205619371285,0.00974852621381238,-0.05804548184120517,False,False
2021-06-16,248.10671997070312,251.19140777035565,245.2533609570407,250.0539296958221,27220000,-0.0037933232511342396,0.009511725790822293,0.5089611894295107,False,False
2021-06-17,251.49990844726562,252.31928929132428,246.7861077957115,246.84394367477012,27565500,0.013676326368601277,0.00980321407702195,0.012692872887582585,False,False
2021-06-18,250.08285522460938,252.84944580260748,249.42736235681394,250.27566108833486,37202200,-0.00563440850298913,0.009698338979205787,0.34959278808655747,False,False
2021-06-21,253.16757202148438,254.025490451817,248.6272792950073,250.4588173244995,26696100,0.012334779183900801,0.009742370962322267,-0.28240534161958164,False,False
2021-06-22,255.9438018798828,256.21371242735415,252.94583850306975,253.2543161053351,24694100,0.010965977341532707,0.008814181191213313,-0.0749922273290855,False,False
2021-06-23,255.7125244140625,257.2163165138436,254.90279246941532,256.4065845691964,19518700,-0.000903625968363353,0.008851767339629169,-0.20958042609368233,False,False
2021-06-24,257.08135986328125,258.1995694555849,255.9053143798285,256.5704565460958,21446900,0.005353024660623484,0.008829419988988505,0.09878731677826913,False,False
2021-06-25,255.47142028808594,257.6210848324682,255.22080799279775,256.63784563239585,25611100,-0.006262373810576927,0.008677503241210641,0.19416325902578002,False,False
2021-06-28,259.03814697265625,259.2116545976608,256.32939229392287,256.5993028499447,19590000,0.013961353017680977,0.008998142699081618,-0.2350972820378664,False,False
2021-06-29,261.62158203125,261.86257465092103,258.3248194682553,259.1827378969011,19937800,0.00997318382943213,0.008565754365050499,0.017753956100051038,False,False
2021-06-30,261.1396179199219,261.58303613893975,259.88646796346177,260.937192340073,21656500,-0.0018422184729032232,0.00861651086780749,0.08620309161492234,False,False
2021-07-01,261.81451416015625,262.0458577728369,259.88657227299467,259.8961919781506,16725300,0.0025844268503192325,0.008236442264453572,-0.22770069032392126,False,False
2021-07-02,267.64642333984375,267.9838189235368,262.6819807793661,262.990458422631,26458000,0.022274965153841864,0.008402269714689636,0.5819148236503979,False,False
2021-07-06,267.6560363769531,269.3044175952349,264.4170803954058,268.012700733501,31565600,3.591692722593187e-05,0.008311113223101718,0.19304558167661945,False,False
2021-07-07,269.84423828125,270.57686522962035,267.1644016340529,269.3333351246347,23260000,0.00817542519838832,0.008040818006608838,-0.26312187951440813,False,False
2021-07-08,267.4247741699219,268.6875734789607,264.96663114555497,266.9234905603141,24618600,-0.008966150719906807,0.008641876997722897,0.058409286328460874,False,False
2021-07-09,267.9259948730469,268.0320175199491,265.40039657064716,265.7859789327302,23916700,0.0018742493274259697,0.008338374979465048,-0.028510963255424793,False,False
2021-07-12,267.3282775878906,269.689987409994,266.61491948975805,269.10197958841474,18931700,-0.0022309044161222813,0.00844707687911308,-0.2084317652518951,False,False
2021-07-13,270.8564453125,272.6590654647847,267.3957947012604,267.52108615678264,26120100,0.013197884475387722,0.008670265810975545,0.37970177004706396,False,False
2021-07-14,272.3313293457031,273.43988959398905,270.44192588774035,272.1770905276217,23113700,0.0054452609813344655,0.00835864500591146,-0.11509909992687628,False,False
2021-07-15,270.9046325683594,272.33131952060614,269.7478561835057,271.83968514433656,22604200,-0.005238827206445529,0.008440082372582303,-0.022043203814188117,False,False
2021-07-16,270.6347351074219,273.86404237165414,269.3912048461886,271.9071833087747,26186800,-0.0009962821911854158,0.00822993964528615,0.1584926695038975,False,False
2021-07-19,267.0294494628906,270.268375880713,264.5616875965378,268.88025615363426,32935600,-0.01332159245227782,0.008845555401823866,0.25771762872897797,False,False
2021-07-20,269.2562255859375,270.84677090012093,266.306478445294,268.0126955033391,26259700,0.008339065700528003,0.008674722595012658,-0.20269556346324347,False,False
2021-07-21,271.26129150390625,271.37696325645936,267.29938688873733,268.8513652655665,24364300,0.007446683595172088,0.008541889321837758,-0.07217904241099482,False,False
2021-07-22,275.83050537109375,276.10041590734517,273.20850469691914,273.61335579227523,23384100,0.016844326891814143,0.009029030418447936,-0.0402309937080072,False,False
2021-07-23,279.2333984375,279.54184669585493,276.17759845308217,277.01624823364324,22768100,0.012336898929391715,0.00922388290272915,-0.02634268584208932,False,False
2021-07-26,278.6356201171875,279.25257526675557,276.3124774430795,278.58743336652026,23176100,-0.002140783744557284,0.009022099079644907,0.017919808855372255,False,False
2021-07-27,276.2160949707031,279.146543893957,272.75544466065816,279.00195421321143,33604100,-0.008683473941582864,0.009176990615935595,0.4499462808669277,False,False
2021-07-28,275.9076843261719,279.69608197123205,273.6037803210582,278.5778724720444,33566900,-0.0011165556611173466,0.009084290372417746,-0.0011070077758368324,False,False
2021-07-29,276.1775817871094,278.2211947883845,275.7727011840036,275.92694001289874,18168300,0.0009782165422345113,0.009031792329798812,-0.4587435837089514,False,False
2021-07-30,274.6448974609375,276.3318461969554,273.6809267546416,274.8955392583509,20944800,-0.00554963337811154,0.009225069346641177,0.15282112250458213,False,False
2021-08-02,274.5581359863281,276.4378611604599,273.5170311783947,276.04262965171205,16267400,-0.000315904192692007,0.007964964953106559,-0.22332034681639357,False,False
2021-08-03,276.7752380371094,276.88129010205466,273.76765442774865,275.13650564382874,17879000,0.008075164273739333,0.008099235292553136,0.09906930425267713,False,False
2021-08-04,276.18719482421875,277.2282700106873,274.3941944133545,275.90763514474173,16191300,-0.002124623637074774,0.00799310347185097,-0.09439565971251185,False,False
2021-08-05,279.0887451171875,279.194797175859,275.79198228582163,276.5438781436811,13900200,0.01050573794637888,0.007875608495795895,-0.14150191769654075,False,False
2021-08-06,279.0308532714844,279.06942032308825,277.2571513322383,278.1150990766891,16589300,-0.0002074316743901905,0.007893406261346363,0.19345764809139432,False,False
2021-08-09,277.9416198730469,281.04560626695286,277.44036577008546,279.31047101835446,16117600,-0.003903630676202363,0.007949947851104948,-0.0284339905842923,False,False
2021-08-10,276.1197204589844,278.82847528986053,274.92440641775676,278.3946767849397,18616600,-0.006554971561634648,0.007706011042191985,0.1550478979500669,False,False
2021-08-11,276.611328125,278.2597093320037,275.5605744628409,276.861940433862,13955900,0.0017804149055287155,0.007637786378098798,-0.25035183653298665,False,False
2021-08-12,279.3682556152344,279.5224944073813,276.0232771942792,276.30283684367316,14561300,0.00996679170344228,0.007760051507725857,0.04337950257597156,False,False
2021-08-13,282.2987976074219,282.34698437046103,278.87668430824215,279.05022137488925,18249000,0.010489889002362807,0.007982149032144998,0.2532534869826184,False,False
2021-08-16,283.9857177734375,284.19779246209333,279.5707163690693,282.62651582587677,22507600,0.005975654803749952,0.007135993036116023,0.23336073209490937,False,False
2021-08-17,282.5204772949219,282.8578728727567,280.592536185062,281.8553646766232,20075300,-0.005159556931255915,0.007252508912845919,-0.10806572002345871,False,False
2021-08-18,280.79168701171875,284.741870784257,280.34739044485804,282.05690357195914,21813000,-0.006119168067943104,0.007391876733633661,0.08655910496978869,False,False
2021-08-19,286.62518310546875,287.3012660466153,278.7731243483728,278.82140335515624,29850500,0.020775173780363865,0.00785216207845005,0.3684729289873012,False,False
2021-08-20,293.9557189941406,295.3851371652014,287.87109049346134,289.47434845611576,40817600,0.025575337830571865,0.00921374195417244,0.36740088105726865,False,False
2021-08-23,294.2358093261719,294.9601712543379,291.5315365840969,292.8836729551344,22830200,0.0009528317155715893,0.009155530632184444,-0.44067755086041316,False,False
2021-08-24,292.27520751953125,295.2016285633885,291.6764063680512,294.5931598209611,18175800,-0.006663369122645535,0.00903287998610539,-0.20387031213042373,False,False
2021-08-25,291.68609619140625,294.177888473637,290.1504523062321,293.89779358408,20006100,-0.002015604857916742,0.009055960605247862,0.10069983164427421,False,False
2021-08-26,288.86590576171875,292.0917276855508,288.7307068475188,290.7009502786529,17666100,-0.009668580252919834,0.009473420068190455,-0.11696432588060646,False,False
2021-08-27,289.474365234375,290.5850477108611,286.6831429186562,288.7693089617846,22605700,0.0021063734435942116,0.009292895122540203,0.27960896858955864,False,False
2021-08-30,293.2120666503906,293.82053542708803,290.76855342647343,290.82650002669567,16348100,0.012912029059945818,0.009536471336221326,-0.27681513954445114,False,False
2021-08-31,291.56048583984375,294.09091858434346,291.1934711106061,294.0136662870955,26285300,-0.00563271774389873,0.00966952570382073,0.6078504535695279,False,False
2021-09-01,291.51220703125,294.7573638587632,291.18383315439763,292.5166638438568,18983800,-0.00016558762568485985,0.009628453656727064,-0.27777883455771857,False,False
2021-09-02,290.85546875,292.98991375623564,289.9186260953305,291.8695931866592,16285600,-0.0022528671712865878,0.009509300438656937,-0.14213171230206811,False,False
2021-09-03,290.8458557128906,292.25593887497536,289.9959328838972,290.70095972775636,14747900,-3.3050907210729896e-05,0.009507143895019617,-0.09442083804096868,False,False
2021-09-07,289.91864013671875,290.7975362346447,288.0063433181321,290.72028392327735,17180400,-0.003187996521040959,0.009484606604549847,0.16493873704052775,False,False
2021-09-08,289.9476318359375,290.33395236601825,287.3013052567986,289.5323380029598,15046800,9.999943158223168e-05,0.009277463085322525,-0.12418802821820218,False,False
2021-09-09,287.0888671875,291.81172258178157,286.84741313603865,290.5368381162167,19927000,-0.009859589576006966,0.00968046043661378,0.32433474227078185,False,False
2021-09-10,285.6014709472656,289.6675779536418,285.2827646026874,288.21885380227684,19633400,-0.0051809610550414,0.009608807740612315,-0.014733778290761279,False,False
2021-09-13,286.8376770019531,288.3347094479184,284.02714897759813,287.37853159003885,23652900,0.004328430279393558,0.00938978548975307,0.20472765797060122,False,False
2021-09-14,289.5419616699219,291.08727303017804,287.9097304141614,289.31981339850245,21853400,0.00942792695936645,0.00952000539887988,-0.07607946594286541,False,False
2021-09-15,294.3999938964844,294.88290182054226,291.5025463521372,292.8933235313727,28356300,0.016778335680755818,0.010022100054581623,0.2975692569577275,False,False
2021-09-16,294.7863464355469,294.8732663344174,290.4788155367918,293.3762633965969,19550800,0.0013123388147839865,0.009837040968376324,-0.31053064045732337,False,False
2021-09-17,289.61920166015625,294.09093387637466,289.29082779964784,293.7722276064099,41372500,-0.0175284399629424,0.00981641601684546,1.1161538146776602,False,False
2021-09-20,284.2396240234375,288.5085435171126,279.623024933343,286.20022923488347,38278700,-0.01857465805403069,0.008808632762397748,-0.07477914073357905,False,False
2021-09-21,284.7225341796875,287.3688899615911,284.0175073900998,285.58212453468485,22364100,0.001698954387197471,0.00882177206854036,-0.4157560209724991,False,False
2021-09-22,288.3733215332031,289.9572738836684,284.44247290611344,286.5865855546917,26626300,0.012822263485515517,0.009296920953180098,0.19058222776682276,False,False
2021-09-23,289.3197937011719,290.61398340339673,287.35918870442185,288.6340727004144,18604600,0.0032821072453463884,0.009330793782661332,-0.3012697971554441,False,False
2021-09-24,289.1170654296875,289.55166500509824,286.7797774181247,288.0353560761729,14999000,-0.0007007065396077428,0.009072107530214478,-0.19380153295421565,False,False
2021-09-27,284.1141662597656,286.33553174359827,282.92620171572884,286.0168253643731,23571700,-0.017304060424404688,0.009849183713989195,0.5715514367624508,False,False
2021-09-28,273.8281555175781,280.83998946296117,273.0844877708486,279.89347912445993,43186200,-0.03620379398042051,0.01209453306179781,0.8321207210341215,False,False
